developer_id,name,slug,games_count,image_background
4332,Zachtronics,zachtronics,23,https://media.rawg.io/media/screenshots/ab9/ab9dd7bc8d6011793cb871193c2185e1.jpg
13923,Electronic Arts Los Angeles,electronic-arts-los-angeles,32,https://media.rawg.io/media/screenshots/af7/af7c6a909c4d5379b966c7fa2b78737d.jpg
10294,Lionhead Studios,lionhead-studios,20,https://media.rawg.io/media/screenshots/1af/1aff87f142883aa2a89fe3312771c3c5.jpg
27789,Sony Computer Entertainment America,sony-computer-entertainment-america,4,https://media.rawg.io/media/games/588/588c6bdff3d4baf66ec36b1c05b793bf.jpg
1757,Codeglue,codeglue,10,https://media.rawg.io/media/screenshots/c06/c0684fd165aa95f2b0fd72566d7b076d.jpg
1686,The Behemoth,the-behemoth,9,https://media.rawg.io/media/games/d1a/d1a1202a378607b6c635c8f18ace95dd.jpg
5002,Landfall,landfall,12,https://media.rawg.io/media/screenshots/424/4246b028e70891609700f1566db8b8dd.jpg
4398,CI Games,ci-games,11,https://media.rawg.io/media/games/d09/d096ad37b7f522e11c02848252213a9a.jpg
13632,Red Storm,red-storm,30,https://media.rawg.io/media/games/44f/44fc0e19e292559382145a7683a68f89.jpg
4114,Ubisoft Milan,ubisoft-milan,16,https://media.rawg.io/media/games/686/686873b901e9c7ba4b5e60bc34cea257.jpg
3748,Team Cherry,team-cherry,3,https://media.rawg.io/media/games/4cf/4cfc6b7f1850590a4634b08bfab308ab.jpg
44,Artifex Mundi,artifex-mundi,117,https://media.rawg.io/media/screenshots/79f/79feba7266d1fa5543fbaf4bda1ee3ca.jpg
18099,thatgamecompany,thatgamecompany,4,https://media.rawg.io/media/games/baf/baf9905270314e07e6850cffdb51df41.jpg
4652,Running With Scissors,running-with-scissors,11,https://media.rawg.io/media/games/815/815cab8e9048b0610b6fdb946cf940ed.jpg
6102,Core Design,core-design,51,https://media.rawg.io/media/screenshots/94a/94a34fc671946397b656bbca39798425.jpg
14068,CyberConnect2 Co.,cyberconnect2-co,51,https://media.rawg.io/media/games/400/400dcdb6ddb75dc0722c7fc377e1404d.jpg
13154,Nival Interactive,nival-interactive,43,https://media.rawg.io/media/screenshots/3ef/3efc65fee643fbf5a1c0748009501a67.jpg
4378,Free Lives,free-lives,12,https://media.rawg.io/media/games/da9/da93ffb65843f39b240ffd97c07a3acb.jpg
116722,TT Games,tt-games,12,https://media.rawg.io/media/screenshots/e51/e51f9a3d6694ceb8bbae0124593f7bd8.jpg
13151,Revolution Software,revolution-software,21,https://media.rawg.io/media/screenshots/f6b/f6b3338889ec877c9d3d89fc4f665152.jpg
4529,Oddworld Inhabitants,oddworld-inhabitants,13,https://media.rawg.io/media/games/6a1/6a18cc31c5662a272af468f7d85c7528.jpg
5333,Winged Cloud,winged-cloud,52,https://media.rawg.io/media/screenshots/8fa/8fabc62e3da0e88d589b2da568089833.jpg
13984,4J Studios,4j-studios,8,https://media.rawg.io/media/games/b4e/b4e4c73d5aa4ec66bbf75375c4847a2b.jpg
4570,Beamdog,beamdog,14,https://media.rawg.io/media/screenshots/e0a/e0abaefbcc99ef995be57d857806f2d2.jpeg
13149,Midway Games,midway-games,79,https://media.rawg.io/media/games/d13/d13494b816ec3cfd6bf4ff9730c04baa.jpg
103,NIS America,nis-america-inc,72,https://media.rawg.io/media/screenshots/176/176fe09c2aef3b2753ea572cec455294.jpg
1467,InXile Entertainment,inxile-entertainment-2,24,https://media.rawg.io/media/screenshots/30c/30c67b652fc64a669999cbe50a435797.jpg
79,Aksys Games,aksys-games,61,https://media.rawg.io/media/screenshots/987/9871d509df6296369dfc4a60aab78a40.jpg
10055,NAMCO,namco,132,https://media.rawg.io/media/screenshots/ac8/ac8496ea2716210b339e807790126a90.jpg
13319,Colossal Order,colossal-order,40,https://media.rawg.io/media/screenshots/050/0501a822bb2fef604c7b7ba9c171b32a.jpg
9498,Ritual Entertainment,ritual-entertainment,14,https://media.rawg.io/media/games/9c4/9c47f320eb73c9a02d462e12f6206b26.jpg
1182,Amanita Design,amanita-design,17,https://media.rawg.io/media/games/2ba/2ba37c3516b73e4b67bb3c1a69bb6478.jpg
10211,Virtual Programming,virtual-programming,7,https://media.rawg.io/media/games/d1c/d1cd8a226cb224357c1f59605577cbf2.jpg
1509,Daybreak Games Company,daybreak-games,18,https://media.rawg.io/media/screenshots/3f0/3f01357aa921da7fbeaad39a4187c351.jpg
4738,Blind Squirrel,blind-squirrel,2,https://media.rawg.io/media/games/4ba/4ba9b4b68ffcc7019b112174883ba4d6.jpg
592,Robot Entertainment,robot-entertainment,10,https://media.rawg.io/media/games/9b7/9b7cef5245bdfe624dd222051ff58121.jpg
3557,Tequila Works,tequila-works,10,https://media.rawg.io/media/screenshots/74e/74eea1248bb2a1ef3e229bf363d82d8f.jpg
132752,Noodlecake Studios,noodlecake-studios,93,https://media.rawg.io/media/screenshots/660/6602a8dd6f10b7c98870904d8c007d9f.jpg
5445,Nihon Falcom,nihon-falcom,81,https://media.rawg.io/media/games/2b5/2b55fa9b23ba1324a5ae3998a28edcf2.jpg
5253,Idea Factory,idea-factory,112,https://media.rawg.io/media/screenshots/48b/48be2aa27c914731a43792583a6ecc97.jpg
98228,X.D. Network,xd-network,17,https://media.rawg.io/media/screenshots/208/208b8b7d4fdd65faa4567a9c94591385.jpg
4158,Housemarque,housemarque,21,https://media.rawg.io/media/games/e52/e527cd16d36b17d49bdd97578f508ad8.jpg
6934,Freebird Games,freebird-games,8,https://media.rawg.io/media/games/fae/faebf3c8cbf30db3f46bfbecf6ada3d6.jpg
13798,Hazelight,hazelight,4,https://media.rawg.io/media/games/02a/02ac22b3b90717dabaa535640c38534c.jpg
820,Hello Games,hello-games,7,https://media.rawg.io/media/screenshots/5b4/5b4d9facd4fa8e748f4e1a7fa380be24.jpg
6238,Massive Entertainment,massive-entertainment,17,https://media.rawg.io/media/games/0e5/0e5e869f2e8f496b3f09e00187ea94fc.jpg
10110,Iron Galaxy Studios,iron-galaxy-studios,15,https://media.rawg.io/media/screenshots/338/338b89a018948ac7f840b4ccbd4ede67.jpg
530,Asmodee Digital,asmodee-digital,49,https://media.rawg.io/media/screenshots/d53/d53e7e777b043a3614d5c1c2127681aa.jpg
4066,Pipeworks Studio,pipeworks-studio,5,https://media.rawg.io/media/screenshots/e81/e81dce2619c78b1cc045f078658590b8.jpg
16852,Psyonix,psyonix,8,https://media.rawg.io/media/screenshots/6da/6dafe3f5e9725623b4591ab7952186df.jpg
19811,Forever Entertainment,forever-entertainment,36,https://media.rawg.io/media/screenshots/015/01533c576239283ad4d052c705342c92.jpeg
10436,War Drum Studios,war-drum-studios,6,https://media.rawg.io/media/screenshots/878/878193558aca97b9d07d38cee9e16fd4.jpg
7474,Pandemic Studios,pandemic-studios,18,https://media.rawg.io/media/games/b87/b87ca2bba819d4d44c38088ca3d8228d.jpg
1355,Gaijin Entertainment,gaijin-entertainment,26,https://media.rawg.io/media/screenshots/176/176d3b7c33e5fd6e830b4be2caf079bb.jpg
3808,Efecto Studios,efecto-studios,4,https://media.rawg.io/media/screenshots/b39/b398a3ed19f1a53c7f7c8de7945d124a.jpg
118,Fishlabs Entertainment,fishlabs,21,https://media.rawg.io/media/screenshots/a22/a22770b74a00479d791263fefe2f8fbd.jpeg
20127,The Coalition,the-coalition,7,https://media.rawg.io/media/games/079/079175933a50b2bf202edd6aa17be19c.jpg
3831,Funcom,funcom,30,https://media.rawg.io/media/screenshots/0d1/0d1f5f49262446085d4cd5abb529e00b.jpg
5191,Shiro Games,shiro-games,9,https://media.rawg.io/media/screenshots/820/8206485603ce6d85470ec8d6a38d13c4.jpg
186355,Humble Bundle,humble-bundle,8,https://media.rawg.io/media/screenshots/467/467ec166bdb3c8f8232e205047194dba.jpg
10528,Day 1 Studios,day-1-studios,6,https://media.rawg.io/media/games/748/748b63b23e8fbeae10aee75a541a4eee.jpg
4455,Nightdive Studios,nightdive-studios,23,https://media.rawg.io/media/games/c30/c30ed134d1b67e06f2171cd8bd66cdd9.jpg
3607,DIMPS,dimps,50,https://media.rawg.io/media/screenshots/580/58058ac0379eb94eb018cf389e811c07.jpg
260,Digerati Distribution,digerati-distribution,35,https://media.rawg.io/media/screenshots/55b/55bd7efdd9cef856e98d8a713162e7cb.jpeg
4393,FireFly Studios,firefly-studios,20,https://media.rawg.io/media/screenshots/a71/a710f158578eef8dcc087550da39da2c.jpg
6998,Noio,noio,6,https://media.rawg.io/media/games/5f6/5f691054fdbec8705491fa1f54a06b8a.jpg
4590,Torn Banner Studios,torn-banner-studios,8,https://media.rawg.io/media/screenshots/d3e/d3ed3ab5f11f8f6294dd561c16dccdf8.jpg
4620,Anshar Studios,anshar-studios,9,https://media.rawg.io/media/screenshots/453/4531e9cb0690368b8976758a42b0b9ab.jpg
4238,Eidos Interactive,eidos-interactive,9,https://media.rawg.io/media/games/53f/53f65f1a0988374c18b5ee3dddbf0399.jpg
6204,United Front Games,united-front-games,14,https://media.rawg.io/media/screenshots/f91/f91e41e1ab2e6acef274fe94048d2d38.jpg
13959,Mercury Steam Entertainment,mercury-steam-entertainment,14,https://media.rawg.io/media/screenshots/1d8/1d847d80a34e06910932dbab3b753342.jpg
4519,Grinding Gear Games,grinding-gear-games,3,https://media.rawg.io/media/games/547/5473d5c6bab9de2a4a4d5c195a57a1d2.jpg
1003,DrinkBox Studios,drinkbox-studios-2,10,https://media.rawg.io/media/games/fc8/fc838d98c9b944e6a15176eabf40bee8.jpg
1147,Image & Form,image-form,8,https://media.rawg.io/media/screenshots/383/383f8b36514872f82c12bbb9e2517980.jpg
7186,Broken Rules,broken-rules,17,https://media.rawg.io/media/screenshots/41f/41fc76eaabfd126519084c2cfd13e648.jpg
13253,Lucas Pope,lucas-pope,3,https://media.rawg.io/media/games/6d3/6d33014a4ed48a19c30a77ead5a0f62e.jpg
4245,Digital Eclipse,digital-eclipse,71,https://media.rawg.io/media/screenshots/733/733e106391a2ffdbd338cfa83bbeec2c.jpg
3645,Facepunch Studios,facepunch-studios,8,https://media.rawg.io/media/screenshots/f0e/f0e0f4fe0304df1c10054fa275bdbb9d.jpg
4739,2K Boston,2k-boston,3,https://media.rawg.io/media/games/be0/be01c3d7d8795a45615da139322ca080.jpg
4174,Team Meat,team-meat,5,https://media.rawg.io/media/games/cfd/cfd1a22d99761c68ff40fa3484b5d72c.jpg
399,Choice Provisions,choice-provisions,22,https://media.rawg.io/media/screenshots/7ff/7ffe0fecf55afe16747673e5267be069.jpg
18527,SCE Japan Studio,sce-japan-studio,28,https://media.rawg.io/media/games/92e/92e6aed958318c573418b307da905526.jpg
4228,ACE Team,ace-team,13,https://media.rawg.io/media/games/3fa/3fa41498f81741b063b5e8c653090186.jpg
13974,Neversoft Entertainment,neversoft-entertainment,14,https://media.rawg.io/media/screenshots/a3d/a3d869296412a238a00ec7873fb93f2d.jpg
6816,Behaviour Interactive,behaviour-interactive,87,https://media.rawg.io/media/screenshots/dac/dac7f37d7aebf67dace62726d7ad5460.jpg
3902,Ensemble Studios,ensemble-studios,17,https://media.rawg.io/media/screenshots/e26/e269338124c3c5a991e0f2570f960009.jpg
9526,Rockstar San Diego,rockstar-san-diego,14,https://media.rawg.io/media/games/632/63248c06f2dbf7362ed7add26603d40f.jpg
25912,KOEI TECMO America,koei-tecmo-america,78,https://media.rawg.io/media/screenshots/8c4/8c44bf4c09f224dc6341c4f22cbd67ff.jpg
12383,Electronic Arts Black Box,ea-black-box,18,https://media.rawg.io/media/screenshots/720/7204a543076c2a0505398c16dd1fe4e3.jpg
28137,XSEED Games,xseed-games,38,https://media.rawg.io/media/screenshots/adf/adfd1f6dc069e95bed9cebb376d8d75c.jpg
2470,Mediatonic,mediatonic,13,https://media.rawg.io/media/games/81e/81e5cf3f433473af3a04888e3baceeba.jpg
172625,Krafton,krafton,7,https://media.rawg.io/media/screenshots/482/4820ee88daa95e6382125efb87d37c4b.jpg
30013,Nixxes software,nixxes-software,14,https://media.rawg.io/media/screenshots/e95/e9519d02dac77b80423bc7eaf346c19d.jpg
11171,Bugbear Entertainment,bugbear-entertainment,10,https://media.rawg.io/media/games/070/070b768089d2f980170ef937be7283d1.jpg
5836,Katauri Interactive,katauri-interactive,7,https://media.rawg.io/media/games/044/04442be91e1f50510b01afeffcb43fa8.jpg
3778,Muse Games,muse-games,9,https://media.rawg.io/media/games/57f/57fc2051dd27c9947d12cdf63790d122.jpg
313,Mojang,mojang,16,https://media.rawg.io/media/games/b4e/b4e4c73d5aa4ec66bbf75375c4847a2b.jpg
4406,Kaiko,kaiko,10,https://media.rawg.io/media/screenshots/592/592d39a45634b8ae157b7435a15e9d2e.jpg
3825,Unknown Worlds Entertainment,unknown-worlds-entertainment,6,https://media.rawg.io/media/screenshots/aa0/aa01a125a6084cf9da0e03ee7e4a7820.jpg
19739,Sperasoft,sperasoft,6,https://media.rawg.io/media/screenshots/1f0/1f01a10e38da349d95258a768e076910.jpg
13342,Toby Fox,toby-fox,5,https://media.rawg.io/media/screenshots/34c/34c23a6a12c492d1120e7133b7e59d3b.jpg
9267,EnsenaSoft,ensenasoft,56,https://media.rawg.io/media/screenshots/b09/b096421c46541811e2dcc64c96e1dcdd.jpg
26039,Saffire,saffire,28,https://media.rawg.io/media/screenshots/3db/3dbec4b488796ef8e70a73389155a58f.jpg
8316,Wadjet Eye Games,wadjet-eye-games,17,https://media.rawg.io/media/screenshots/c5b/c5b63dd75e19f4a6009ae7fe1d41fb78_lpBW25v.jpg
4051,TaleWorlds Entertainment,taleworlds-entertainment,7,https://media.rawg.io/media/games/d8d/d8d8f7e64a2fd36f9a414514005cd37a.jpg
20,Atlus U.S.A,atlus-usa-inc,23,https://media.rawg.io/media/screenshots/324/3249c89f16e7f511fe52c4092552362c.jpg
12504,Edmund McMillen,edmund-mcmillen,11,https://media.rawg.io/media/games/926/926928beb8a9f9b31cf202965aa4cbbc.jpg
11517,Carbon,carbon,10,https://media.rawg.io/media/screenshots/b7b/b7b2c1c2ffb15a99201c2d57b0de04bc.jpg
11140,Ubisoft Reflections,ubisoft-reflections,17,https://media.rawg.io/media/screenshots/a40/a40c7623f6521dd30e739edfc4fd2fbb.jpg
23409,Wargaming Group,wargaming-group,12,https://media.rawg.io/media/games/c61/c61e62d2fe08ff2e471a37aa329e876e.jpg
2049,Ice-Pick Lodge,ice-pick-lodge,11,https://media.rawg.io/media/games/7a0/7a0b4801b4ec1a8ed03cf07cfedcaa77.jpg
5189,Forever Entertainment S. A.,forever-entertainment-s-a,25,https://media.rawg.io/media/screenshots/273/273859a3f4dbb92462f5f6a5474575bb.jpg
11219,Radical Entertainment,radical-entertainment,37,https://media.rawg.io/media/screenshots/30d/30df55c4c96a8a8920ca413536f0da89.jpg
11280,Hothead Games,hothead-games,48,https://media.rawg.io/media/screenshots/7a9/7a9508d2aa27039e30a0d1b21f8a6a0f.jpg
13178,Origin Systems,origin-systems,60,https://media.rawg.io/media/screenshots/ba4/ba456796ee5e190af9cfb2e78feac2ec.jpg
284,Wales Interactive,wales-interactive,29,https://media.rawg.io/media/screenshots/9e9/9e90c61415915dc65daa339d1339b1fe.jpg
14673,Lion Entertainment,lion-entertainment,6,https://media.rawg.io/media/screenshots/601/601a7eb90b02a424090f9a67dbc316d3.jpg
1533,Roll7,roll7,9,https://media.rawg.io/media/screenshots/37f/37f58feca84811904d56a0ebfdc3531e.jpg
4307,Inti Creates,inti-creates,53,https://media.rawg.io/media/screenshots/d19/d19cfb7f99dbe912f93d44c856944e54.jpg
17687,XPEC Entertainment,xpec-entertainment,13,https://media.rawg.io/media/games/7c7/7c71d9d3488de16a92492903ebb45778.jpg
5254,Compile Heart,compile-heart,68,https://media.rawg.io/media/screenshots/b60/b605fbf8da887d7774f1bd5024506f1b.jpg
410,Kongregate,kongregate,59,https://media.rawg.io/media/screenshots/a2d/a2d83108a0dcf8b18d837460625ec067.jpg
132809,Bend Studio,bend-studio,7,https://media.rawg.io/media/games/f11/f11cbfac102d0c98a1a6f448c408ff95.jpg
1134,Tribute Games,tribute-games,12,https://media.rawg.io/media/games/94f/94f683d6f53f081c36be06a37aebe1b6.jpg
2544,Versus Evil,versus-evil,20,https://media.rawg.io/media/screenshots/8ae/8ae8959d57ce881bcc7b0e14f66b3813.jpg
562,Stoic,stoic,7,https://media.rawg.io/media/screenshots/5f8/5f8f2afcf93a65990db2acf733b8efdb.jpg
1580,Red Barrels,red-barrels,5,https://media.rawg.io/media/screenshots/c5c/c5c5ac554749639eb0b1c67eafa419cd.jpg
810,Terry Cavanagh,terry-cavanagh,12,https://media.rawg.io/media/screenshots/6fe/6fe228662a253cd929cc78a103541ee0.jpg
132405,Level 5,level-5-2,68,https://media.rawg.io/media/screenshots/861/8611a2305de71619925ed4b64621925c.jpg
1202,Disney Interactive Studios,disney-interactive-studios,44,https://media.rawg.io/media/games/0a0/0a0b66527a2e5917134fcf502cf83af1.jpg
452534,チョコマメ,chiyokomame,1,https://media.rawg.io/media/games/baf/baf9905270314e07e6850cffdb51df41.jpg
4512,Re-Logic,re-logic,5,https://media.rawg.io/media/screenshots/600/60061e01c156dfbcdf46d0f1d90ae567.jpg
10375,One More Level,one-more-level,13,https://media.rawg.io/media/screenshots/74e/74e564a5ec4c4187b08c4fc80e9400fd.jpg
13874,XPEC,xpec,5,https://media.rawg.io/media/screenshots/ec6/ec6eda0d3d08d023793486b253534c27.jpg
15598,Konami Computer Entertainment Japan,konami-computer-entertainment-japan,34,https://media.rawg.io/media/games/275/2752034244033a258fd5fcdfb8501b72.jpg
3494,Trion Worlds,trion-worlds,7,https://media.rawg.io/media/screenshots/b96/b969fe952a755036f18cfda2308eb57f.jpg
12898,Intelligent Systems,intelligent-systems,68,
13242,Arcen Games,arcen-games,19,https://media.rawg.io/media/screenshots/e99/e99786ceabba05b8cfa12b8e5fa742e0.jpg
4164,Realmforge Studios,realmforge-studios,11,https://media.rawg.io/media/screenshots/997/99717c654abe558f184184caa91854c5.jpg
656,Atari,atari,137,https://media.rawg.io/media/games/0d2/0d2d6f345cd77639d65a235cb7dd0a21.jpg
251,Milestone,milestone,90,https://media.rawg.io/media/games/aea/aeae3adf33c01e67ef394d08f83efd93.jpg
7935,Rusty Lake,rusty-lake,21,https://media.rawg.io/media/games/51f/51fabb84aaa0937ca6b72bd7e88c80c8.jpg
7567,Deck 13,deck-13,8,https://media.rawg.io/media/games/d09/d096ad37b7f522e11c02848252213a9a.jpg
521,MumboJumbo,mumbojumbo,79,https://media.rawg.io/media/screenshots/022/022e2c5212fb8b00d671a4d0ee7744df.jpg
36331,Innersloth,innersloth,6,https://media.rawg.io/media/screenshots/354/3547cd68b0233277d03cf05e78bf6239.jpg
7810,General Arcade,general-arcade,18,https://media.rawg.io/media/screenshots/f84/f8429c1344182a420c96761c65f6a094.jpg
252478,Parables Games,parables-games,4,https://media.rawg.io/media/screenshots/d87/d87feea517230daa867b61b2f6f91073.jpg
650,Spiderweb Software,spiderweb-software,31,https://media.rawg.io/media/screenshots/f72/f72ee675f66a63dc2fb2e0e5f9e5b8a4.jpg
13168,Apogee Software,apogee-software,22,https://media.rawg.io/media/screenshots/404/404eac84f1bb799e5d7d62cca9cf836a.jpg
4016,The Farm 51,the-farm-51,17,https://media.rawg.io/media/screenshots/4f2/4f230ceee76fadb4a55270cf4b568eee.jpg
1116,Mimimi Productions,mimimi-productions,14,https://media.rawg.io/media/screenshots/522/5223b0b3e744e0a40adcd9c7cb071a38.jpg
1610,Might and Delight,might-and-delight,13,https://media.rawg.io/media/screenshots/d93/d93e93149d781484bfc9c6ae7b48e1d4.jpg
13152,Westwood Studios,westwood-studios,44,https://media.rawg.io/media/screenshots/042/0422946519ab35ecc3d16b33fa8f23fd.jpg
1797,Scott Cawthon,scott-cawthon,36,https://media.rawg.io/media/games/3a9/3a9fdc609e11dc8cb953fbfff7e4a128.jpg
4111,Reflections,reflections,9,https://media.rawg.io/media/screenshots/2b7/2b74b05bb73ff8f41e0f3bcc87927473.jpg
13810,Warhorse Studios,warhorse-studios,10,https://media.rawg.io/media/games/948/9488370eed5238b0410970deb217a887.jpg
13145,Hopoo Games,hopoo-games,5,https://media.rawg.io/media/games/f62/f62eb0901c7017776e0a5c6a94f979d5.jpg
1399,Targem Games,targem-games,17,https://media.rawg.io/media/screenshots/e6e/e6ef58dbb1e5e8fe240c3a203c4d3c89.jpg
14065,Mercenary Technology,mercenary-technology,2,https://media.rawg.io/media/games/7f0/7f021d4a3577ac9d591a628a431fc2e5.jpg
6529,Two Tribes,two-tribes,12,https://media.rawg.io/media/screenshots/64d/64db43925808d15e84ba54e489c3711f.jpg
6723,Humongous Entertainment,humongous-entertainment,92,https://media.rawg.io/media/screenshots/0fc/0fc60d9254def4261b65f239143af19e.jpg
667,PlayStation Mobile,playstation-mobile-inc,26,https://media.rawg.io/media/screenshots/7dc/7dcb50a16f5425a8b0c94e6782c91578.jpg
6607,Eurocom,eurocom,50,https://media.rawg.io/media/games/fd6/fd6e2692bd4eeb470bccbf282155839b.jpg
13636,Christian Whitehead,christian-whitehead,3,https://media.rawg.io/media/games/bbf/bbf8d74ab64440ad76294cff2f4d9cfa.jpg
128454,Goodbye Kansas Games,goodbye-kansas-games,3,https://media.rawg.io/media/games/662/66261db966238da20c306c4b78ae4603.jpg
9135,Gas Powered Games,gas-powered-games,13,https://media.rawg.io/media/screenshots/eb4/eb40ba2d547af2506d4c0a176bf0d0d3.jpg
16320,Media Molecule,media-molecule,8,https://media.rawg.io/media/games/9ba/9ba104d61c6a70a73352fcbee3b4a9b5.jpg
