publisher_id,name,slug,games_count,image_background
5494,Thunder Lotus Games,thunder-lotus-games,5,https://media.rawg.io/media/screenshots/5ca/5cacb35ba278b2ddc2f7551b35a789fe.jpg
4345,Hello Games,hello-games,6,https://media.rawg.io/media/games/cc6/cc61170cfe120e42d72a34c46b54b164.jpg
23597,4EversGames,4eversgames,17,https://media.rawg.io/media/screenshots/266/2660b9838e8144f7358c2251bbee6f89.jpg
13600,MacPlay,macplay,8,https://media.rawg.io/media/screenshots/320/320beb1dc72fd3aa9a80d6032a903c39.jpg
10879,Midway Games,midway-games,144,https://media.rawg.io/media/screenshots/6c6/6c65abdc633793bc1bffc300913ba758.jpg
8050,Tomorrow,tomorrow-corporation,7,https://media.rawg.io/media/screenshots/fa5/fa547d8709e5eeb249c6783e47801d1e.jpg
15437,Psyonix,psyonix,6,https://media.rawg.io/media/screenshots/6da/6dafe3f5e9725623b4591ab7952186df.jpg
3227,IMGN.PRO,imgnpro,15,https://media.rawg.io/media/screenshots/d65/d65cd09d446a273fb2affd6e6d963369.jpg
33270,Io-Interactive,io-interactive,3,https://media.rawg.io/media/games/d46/d46373f39458670305704ef089387520.jpg
7,Choice Provisions,choice-provisions,20,https://media.rawg.io/media/screenshots/a3f/a3fef754e4e537f76a6934532f524fc5.jpg
3917,FireFly Studios,firefly-studios,13,https://media.rawg.io/media/screenshots/f57/f57ec2a80d5744d7e68d3779c37d81d9_5tP3I9f.jpg
13997,PQube,pqube,113,https://media.rawg.io/media/screenshots/713/7138f3b69ffc5614d859fb0e3a08dec6.jpg
673,Rising Star Games,rising-star-games,62,https://media.rawg.io/media/screenshots/ed4/ed4b71141935f735d9164512a82f6d9a.jpg
4057,Torn Banner Studios,torn-banner-studios,5,https://media.rawg.io/media/screenshots/2be/2becec8c6b634125115092e84f6ac2a8.jpg
1293,Wired Productions,wired-productions,37,https://media.rawg.io/media/screenshots/a9b/a9bf370f8bc41106ff6661cfe046b575.jpg
4509,Shiro Games,shiro-games,7,https://media.rawg.io/media/games/725/725d08c4174c129ce5275c43cd0347c6.jpg
5571,Snail Games USA,snail-games-usa,25,https://media.rawg.io/media/screenshots/ce0/ce00cefaf5a2ecbc49380ced3fb5166d.jpg
7587,EnsenaSoft,ensenasoft,43,https://media.rawg.io/media/screenshots/ce4/ce4ec679f7b535f1ce849249e7b58aa8.jpg
5531,Idea Factory,idea-factory,136,https://media.rawg.io/media/screenshots/f69/f69e1a96c14ba4aa9e80656c20090790.jpeg
19428,Midway,midway,38,https://media.rawg.io/media/screenshots/395/3958d76ebb7576ddb238119d2975dcf6.jpg
11455,MicroProse,microprose,144,https://media.rawg.io/media/screenshots/05f/05f21409dac9ce60809bc1bce40d657a.jpg
10390,Toby Fox,toby-fox,3,https://media.rawg.io/media/games/7a9/7a907fb5e158c8dc34e783d9c22674c3.jpg
2354,TaleWorlds Entertainment,taleworlds-entertainment,6,https://media.rawg.io/media/screenshots/bf0/bf099b9650d72de1f4940b7bb41ef948.jpg
4030,Goblinz Studio,goblinz-studio,28,https://media.rawg.io/media/games/669/669c93f06ad275c83d7c4d70c6dddb5b.jpg
16272,Playdius,playdius,26,https://media.rawg.io/media/screenshots/942/942c57fe3a5a0edc24ac61869214a2e7.jpg
29059,Innersloth,innersloth,7,https://media.rawg.io/media/games/e74/e74458058b35e01c1ae3feeb39a3f724.jpg
2163,Playism,playism,59,https://media.rawg.io/media/screenshots/d90/d90783ba3380f583869141c37f18fd08.jpg
1191,Midnight City,midnight-city,12,https://media.rawg.io/media/screenshots/cab/cab312bc5ca12368750f51b5155a0667.jpg
6271,Mojang,mojang,9,https://media.rawg.io/media/games/b4e/b4e4c73d5aa4ec66bbf75375c4847a2b.jpg
10815,D4 Enterprise,d4-enterprise,57,https://media.rawg.io/media/screenshots/26e/26ec0db6906c5115385a287daba40cda.jpg
3629,Croteam,croteam,11,https://media.rawg.io/media/screenshots/81b/81b39cfee9f2e49f81d4edd7969e075c.jpg
3826,Fruitbat Factory,fruitbat-factory,33,https://media.rawg.io/media/screenshots/d61/d612331a5b79d5c2102a1d6172cc4676.jpg
589,Wales Interactive,wales-interactive,33,https://media.rawg.io/media/games/665/66500faeb6c5cccdb4eb70c5b9e03bd7.jpg
3910,Kongregate,kongregate,60,https://media.rawg.io/media/screenshots/513/513fe2c410a2c5af7033d43543fd8930.jpg
3759,MangaGamer,mangagamer,123,https://media.rawg.io/media/screenshots/66f/66f2df526b49dec6ee7f9984cf8d2fe9.jpg
10874,The Adventure Company,the-adventure-company,45,https://media.rawg.io/media/screenshots/2d3/2d320451c388633983724ba65cb77558.jpg
758,Black Shell Media,black-shell-media,50,https://media.rawg.io/media/screenshots/bec/becd3c092ede1b375501e4696a08a547.jpg
32642,1C Entertainment,1c-entertainment,31,https://media.rawg.io/media/games/b44/b44a123bf79b08f73aea2d64dff57407.jpg
13937,Nordic Games Publishing,nordic-games-publishing,22,https://media.rawg.io/media/screenshots/3e2/3e21a6387ac75ca211d5a9fcabdc2468.jpg
19643,MacSoft,macsoft,6,https://media.rawg.io/media/screenshots/c05/c055292c8d9419424ee03822cfc4086f.jpeg
8155,MumboJumbo,mumbojumbo,84,https://media.rawg.io/media/screenshots/ab0/ab010e284758f22c150480f46eb058c8.jpg
1161,Finji,finji,15,https://media.rawg.io/media/screenshots/702/702133bcb0b3acc9b665372e32bee808.jpeg
28663,Ultimate Games,ultimate-games,128,https://media.rawg.io/media/screenshots/c40/c408931df5406839650f256848b4c377.jpg
19985,Tec Toy,tec-toy,19,https://media.rawg.io/media/screenshots/841/84119c458fcf8a7a2cd2ee74f3edfdf8.jpg
2119,Red Barrels,red-barrels,4,https://media.rawg.io/media/screenshots/c5c/c5c5ac554749639eb0b1c67eafa419cd.jpg
11220,EA SPORTS,ea-sports,113,https://media.rawg.io/media/games/882/8820b0bc5ec9c135aca22389d105b566.jpg
38350,Maple Whispering,maple-whispering-limited,33,https://media.rawg.io/media/screenshots/81b/81bc8509f69be0e0d81caceab71df17d.jpg
16191,Movie Games,movie-games,41,https://media.rawg.io/media/screenshots/079/079cfb4d56acbca84e3322f80c8a01cb.jpg
679,Terry Cavanagh,terry-cavanagh,6,https://media.rawg.io/media/screenshots/112/112c9ecfe850e318bb999660361782bb.jpeg
75820,チョコマメ,chiyokomame,1,https://media.rawg.io/media/games/baf/baf9905270314e07e6850cffdb51df41.jpg
11527,U.S. Gold,us-gold-2,95,https://media.rawg.io/media/games/eaa/eaa94a1203b9b8fdf5b01575c9e91591.jpg
13627,JoWooD Entertainment,jowood-entertainment,9,https://media.rawg.io/media/screenshots/bf9/bf987c6a9734996d3be6838357d369b2.jpg
5261,Harebrained Holdings,harebrained-holdings,6,https://media.rawg.io/media/screenshots/701/7012d255aac675937834794f59e00adf.jpg
52259,Epic Games Publishing,epic-games-publishing,7,https://media.rawg.io/media/screenshots/9e3/9e384d1aa6ef809dfb738e177b9365ca.jpg
10892,Midway Home Entertainment,midway-home-entertainment,28,https://media.rawg.io/media/screenshots/30d/30dc127f9dcc83dd2cb3157360f20abd.jpg
8755,GSC World Publishing,gsc-world-publishing,8,https://media.rawg.io/media/screenshots/a16/a1655f5df4c29431b5e61b476071b9b7.jpg
4336,Excalibur Games,excalibur-games,29,https://media.rawg.io/media/screenshots/c5b/c5b43c8ce528ca6f00f0bbd3170416c2.jpg
8908,Hothead Games,hothead-games,37,https://media.rawg.io/media/screenshots/0a2/0a2c58bb91f9c74ba2733714943c5004.jpg
4338,Dagestan Technology,dagestan-technology,103,https://media.rawg.io/media/screenshots/6f7/6f7286e9b652801d047d82ba17e6914f.jpg
15726,Netease,netease,69,https://media.rawg.io/media/screenshots/d91/d91c0091ab39c4a649e89e5f62cb087a.jpg
3907,Might and Delight,might-and-delight,14,https://media.rawg.io/media/screenshots/555/55541e997e7cb96ced11d3f4775686a5.jpg
4546,Digital Tribe,digital-tribe,33,https://media.rawg.io/media/screenshots/a62/a629531eb72e494e5ddd3dd21bf87822.jpg
10289,Night Dive Studios,night-dive-studios,24,https://media.rawg.io/media/games/118/118febc46aaedb9a2a8179d7258e1556.jpg
499,Spiderweb Software,spiderweb-software,32,https://media.rawg.io/media/screenshots/219/219e19fafb08bd7889eaeed1c7877cd0.jpg
48765,Parables Games,parables-games,4,https://media.rawg.io/media/games/b6b/b6b20bfc4b34e312dbc8aac53c95a348.jpg
8958,City Interactive,city-interactive,56,https://media.rawg.io/media/screenshots/1ba/1ba805107d8069bffceb904cd5c3accc.jpg
10374,LLC,llc,37,https://media.rawg.io/media/screenshots/b6a/b6a78ee7835148fba75ff8e4f897ca20.jpg
1404,Scott Cawthon,scott-cawthon,32,https://media.rawg.io/media/games/bdc/bdcb4e528bdd91bc4b3ab75fedb31f7b.jpg
3259,Jetdogs Studios,jetdogs-studios,45,https://media.rawg.io/media/screenshots/8a9/8a9bca1f57f92fb3dcf77e3e58fa61eb.jpg
20080,SoftBank,softbank,5,https://media.rawg.io/media/screenshots/6cc/6ccd31115c74d58edb41d0855567d00f.jpg
10707,Ratalaika Games,ratalaika-games,129,https://media.rawg.io/media/screenshots/831/8317c1ed931bd92f1a1bcbf8d809c819.jpg
1208,United Independent Entertainment,united-independent-entertainment,71,https://media.rawg.io/media/screenshots/ecf/ecf9bb90318afb4cc1d5f15abce3874c.jpg
11624,JoWooD Productions,jowood-productions,68,https://media.rawg.io/media/screenshots/2b3/2b3d7b08877ea2f250eaf2f4977ca385.jpg
3218,Gameforge 4D,gameforge-4d-gmbh,16,https://media.rawg.io/media/screenshots/b41/b41b323eb190a6d0afac349a4583e5af.jpg
3529,EuroVideo Medien,eurovideo-medien,14,https://media.rawg.io/media/screenshots/69d/69df375c132dd8c60b9cf8ffa0efd176_RL3mMLy.jpg
19476,Imagineer,imagineer,31,https://media.rawg.io/media/screenshots/816/816d311301203e3f85fb3a5e446f1185.jpg
5573,Two Tribes Publishing,two-tribes-publishing,10,https://media.rawg.io/media/screenshots/b84/b84af4102641cc135ac78c35bcf4b5fd.jpg
6634,Rusty Lake,rusty-lake,19,https://media.rawg.io/media/screenshots/8c2/8c24119140a01494b371709b8efa8b70.jpg
7574,Crunching Koalas,crunching-koalas,22,https://media.rawg.io/media/screenshots/e87/e8795b6baa02cfada43c88d5a7db072f.jpg
11474,Ocean Software,ocean-software,106,https://media.rawg.io/media/screenshots/117/117fb76118d99c96c2f796f5d088c4ca.jpg
11015,Netflix,netflix,51,https://media.rawg.io/media/games/b64/b64cc4668924cb63ce5cd667054ba4e3.jpg
1014,The Pokemon Company,the-pokemon-company,37,https://media.rawg.io/media/screenshots/19f/19f74b4190029c3e49e73e9a7522000f.jpg
31325,All in! Games,all-in-games,22,https://media.rawg.io/media/screenshots/f5b/f5b9f529b33e621bc557607980290b01.jpg
16249,No More Robots,no-more-robots,19,https://media.rawg.io/media/screenshots/0cd/0cdbb48a89353987209283b3920e12b3.jpg
784,Gambitious Digital Entertainment,gambitious-digital-entertainment,23,https://media.rawg.io/media/screenshots/497/4975d8d27ceccf20c2b28aad8fa03b8d.jpg
206,Overhaul Games,overhaul-games-inc,10,https://media.rawg.io/media/screenshots/3fd/3fd478223e8c449251d5439c3afdd502.jpg
4650,Akupara Games,akupara-games,42,https://media.rawg.io/media/screenshots/c0e/c0ed655397540a3f0e4547c8cd2605c9.jpg
4095,Runic Games,runic-games,3,https://media.rawg.io/media/games/c06/c06d88c35785c8003147cb53c84af033.jpg
3461,Muse Games,muse-games,8,https://media.rawg.io/media/games/57f/57fc2051dd27c9947d12cdf63790d122.jpg
22265,Sold Out,sold-out,23,https://media.rawg.io/media/games/d5b/d5b00be72614011941e34cc3489d48ed.jpg
19522,SCEA,scea,97,https://media.rawg.io/media/screenshots/b36/b36299d685060c177ca7301785dd778d.jpg
5246,New Blood Interactive,new-blood-interactive,20,https://media.rawg.io/media/games/096/096856c7b8b790cdf35c327652e4055e.jpg
31904,Konami Digital Entertainment-US,konami-digital-entertainment-us,17,https://media.rawg.io/media/games/72b/72bfec99eb3127c4e01fd60f79133965.jpg
36726,Mastertronic Group,mastertronic-group,5,https://media.rawg.io/media/screenshots/81b/81b39cfee9f2e49f81d4edd7969e075c.jpg
752,Ripstone,ripstone,21,https://media.rawg.io/media/screenshots/1b4/1b4872850cd5f4f7303abd27e8826e87.jpeg
2374,SUPERHOT Team,superhot-team,4,https://media.rawg.io/media/games/b56/b56853f28ecdc04b44f552f7b9c8ea69.jpg
4867,Motion Twin,motion-twin,11,https://media.rawg.io/media/screenshots/cd2/cd21b5eb78d65e70f72abe5204364665.jpg
21056,Soedesco,soedesco,30,https://media.rawg.io/media/games/543/5434f5ee96be806c7376e7ab17d924cb.jpg
21509,Graffiti Games,graffiti-games,17,https://media.rawg.io/media/screenshots/119/1194b9466f0e852709ed0a1ae21b4893.jpg
11514,Gathering of Developers,gathering-of-developers,25,https://media.rawg.io/media/screenshots/c80/c80b8c7567521111646f9e75a48648fb.jpg
5724,Humongous Entertainment,humongous-entertainment,46,https://media.rawg.io/media/screenshots/db2/db282210c71afeec653ec200093d7010.jpg
40460,Behaviour Interactive,behaviour-interactive,49,https://media.rawg.io/media/screenshots/198/1983d195de8ac02463d0d1220666f5de_LY87Kbg.jpg
4726,SakuraGame,sakuragame,68,https://media.rawg.io/media/screenshots/15d/15d794ae136dcfb3fb083a92197ed150.jpg
3490,Marvelous,marvelous,44,https://media.rawg.io/media/screenshots/4d7/4d7b129dea538ca905d03e942451b44f.jpg
19539,Casterman,casterman,2,https://media.rawg.io/media/screenshots/414/4144a384cfee45578efcc6ad9dbd4d91.jpg
45715,SNEG,sneg,74,https://media.rawg.io/media/screenshots/610/610e26d28e5cc1c9499f0162a3451da9.jpg
40546,Thunderful Publishing,thunderful-publishing,40,https://media.rawg.io/media/screenshots/021/0210c19118196286b417613e30fc2a0b.jpg
11172,Warhorse Studios,warhorse-studios,7,https://media.rawg.io/media/games/160/160349389b9baab848067875e132db65.jpg
4951,Red Hook Studios,red-hook-studios,3,https://media.rawg.io/media/screenshots/e1d/e1d6e453daf5431e9c034650f0931ba9.jpg
31209,Noviy Disk,noviy-disk,9,https://media.rawg.io/media/screenshots/6fe/6feeb92f482324e86ee1766dc0943a6d.jpg
28582,方块游戏,fang-kuai-you-xi,3,https://media.rawg.io/media/screenshots/254/2544338055ab1ca78339ed0efaf225a0.jpg
727,WayForward,wayforward,32,https://media.rawg.io/media/screenshots/e85/e8512d4dbf698871d68bc740c58aadb1_fbhhGfN.jpg
17858,Milestone,milestone,57,https://media.rawg.io/media/games/0f5/0f548acd6e89aef79263ddd9411b06a1.jpg
185,Zen Studios,zen-studios,43,https://media.rawg.io/media/screenshots/119/1199278050879cc1d4a368050bfdf11e.jpg
8952,Tate Multimedia,tate-multimedia,17,https://media.rawg.io/media/games/43c/43cfdb7fdc48d99b4a4c2525b411daf8.jpg
3276,Nival,nival,19,https://media.rawg.io/media/screenshots/711/7119853fce71c435ad96898f2698dc0f.jpg
464,Serenity Forge,serenity-forge,18,https://media.rawg.io/media/screenshots/055/055a6115ef3b51d511b8454c4a4ee32b.jpg
14561,GameOn,gameon,2,https://media.rawg.io/media/games/651/651ae84f2d5e36206aad90976a453329.jpg
6197,Blazing Griffin,blazing-griffin,10,https://media.rawg.io/media/screenshots/92f/92fa558cb2de0d89450f9ea886f089df.jpeg
709,The Quantum Astrophysicists Guild,the-quantum-astrophysicists-guild,14,https://media.rawg.io/media/screenshots/d46/d467efa7420149eb7231748e13264fbb.jpg
4741,Quiet River,quiet-river,31,https://media.rawg.io/media/screenshots/291/291e6958c09a30b35020616c1cf514f7.jpg
21452,Games Operators,games-operators,28,https://media.rawg.io/media/screenshots/41a/41af0e20281dee2ea379b1677d2269bd.jpg
3215,Total Mayhem Games,total-mayhem-games,5,https://media.rawg.io/media/screenshots/77b/77bd0acea49153dc6c5a89d91eb568bc.jpg
32639,Dear Villagers,dear-villagers,34,https://media.rawg.io/media/screenshots/710/710e139795fb48439da43c4f9232598c.jpg
4145,New World Interactive,new-world-interactive,3,https://media.rawg.io/media/games/1a1/1a17e9b6286edb7e1f1e510110ccb0c0.jpg
3808,Kasedo Games,kasedo-games,19,https://media.rawg.io/media/screenshots/81e/81e0ed40e6dcc9ee872f5379c95416fd.jpg
3588,Nexon,nexon,30,https://media.rawg.io/media/screenshots/828/8283ac497e329a7881817d61b17d6c7c.jpg
1298,Deck13,deck13,37,https://media.rawg.io/media/screenshots/686/6864a086190c2ccf1446bbe3ff209acc.jpg
11462,Hasbro Interactive,hasbro-interactive,89,https://media.rawg.io/media/screenshots/f4a/f4ace6c99c3814b9172057c3b6e7ead5.jpg
41420,Amazon Games,amazon-games,6,https://media.rawg.io/media/screenshots/f5a/f5a47c651a93a57b6b0341b2af53e966.jpg
5969,Microblast Games,microblast-games,9,https://media.rawg.io/media/screenshots/84b/84b2c0f5821a72d84c9601d8e29618c5.jpg
3409,Playsaurus,playsaurus,10,https://media.rawg.io/media/screenshots/86e/86edb7051cfd16a2f4bc2220854af289.jpg
8875,Cyan Worlds,cyan-worlds,29,https://media.rawg.io/media/games/9b2/9b2a970c6f28090e857bd69244cd51e5.jpg
4040,Kitfox Games,kitfox-games,12,https://media.rawg.io/media/screenshots/31b/31b6521f998e617f47ee8369dfbee2b1.jpg
14428,10tons,10tons,31,https://media.rawg.io/media/screenshots/083/0835fa158e6f6644a1a7723f42e3f627_mD00c7Q.jpeg
1918,Thekla,thekla-inc,2,https://media.rawg.io/media/games/00b/00b164224ebaf381104d0b215a37afb3.jpg
3495,Unknown Worlds Entertainment,unknown-worlds-entertainment,6,https://media.rawg.io/media/games/739/73990e3ec9f43a9e8ecafe207fa4f368.jpg
7733,Gaijin Games,gaijin-games,9,https://media.rawg.io/media/screenshots/309/309ef11554c15950e58c2cc790a34ce2.jpg
84773,GEORGIOS SYKIOTIS,georgios-sykiotis,2,https://media.rawg.io/media/screenshots/2c3/2c39514593189fc091470ea701040b58.jpg
546,BANDAI NAMCO Entertainment Europe,bandai-namco-entertainment-europe,17,https://media.rawg.io/media/screenshots/ccc/ccccadfc4ff9be3487dc128aa2d99f29.jpeg
10290,Nival Interactive,nival-interactive,11,https://media.rawg.io/media/screenshots/711/7119853fce71c435ad96898f2698dc0f.jpg
8242,The Astronauts,the-astronauts,3,https://media.rawg.io/media/games/bd0/bd0e96314c71b5b0d192f23c8e8ab07e.jpg
10943,MINDSCAPE,mindscape,111,https://media.rawg.io/media/screenshots/f64/f64fc102b850732764dfd7c29cca3429.jpg
19502,small,small,17,https://media.rawg.io/media/games/9bb/9bbb72dd4de1aa68539e5837b91af8f5.jpg
35038,Bethesda,bethesda,13,https://media.rawg.io/media/games/70d/70d6c2a79cb88f65dff0e2e7176c1d20.jpg
10276,GOG,gog-ltd,33,https://media.rawg.io/media/screenshots/925/9252206025d30ddbb9cf54313e94a39d.jpg
4192,Sumo Digital,sumo-digital,5,https://media.rawg.io/media/screenshots/116/116e9899edd03b05b69b8041f3711daf.jpg
10278,Sigma Team,sigma-team,19,https://media.rawg.io/media/screenshots/771/7710cf12827ae54e2b04060dbea76028.jpg
10312,Active Gaming Media,active-gaming-media,18,https://media.rawg.io/media/screenshots/40a/40ae7f5b1452ed24bd7cf07828a2639b.jpg
8217,Wizards of the Coast,wizards-of-the-coast,18,https://media.rawg.io/media/screenshots/47c/47c1a08ab0b20a1e9ec18be642956fdf.jpg
56632,Kepler Interactive,kepler-interactive,13,https://media.rawg.io/media/games/7d6/7d6c838b1c57d3625fb879805b647b25.jpg
3627,Re-Logic,re-logic,5,https://media.rawg.io/media/screenshots/1c5/1c59faf09d5c71921867679b81d09964.jpg
20309,Apogee,apogee,17,https://media.rawg.io/media/screenshots/51a/51afb241fb8a34907807a1f26d9ba48a.jpg
4985,Chubby Pixel,chubby-pixel,13,https://media.rawg.io/media/screenshots/322/32228d15c82a02a899654331ec4770d9.jpg
10385,Hinterland Studio,hinterland-studio-inc-2,2,https://media.rawg.io/media/games/fd2/fd20a68d7ef195855588c937865dd0a7.jpg
3860,Another Indie,another-indie,21,https://media.rawg.io/media/screenshots/763/763b93dcfbce713f7579363f24bc0001.jpg
17024,HeroCraft,heroraft,81,https://media.rawg.io/media/screenshots/3b2/3b2243fbedd4373d1d4154c586723465.jpg
5379,Ninja Theory,ninja-theory,4,https://media.rawg.io/media/screenshots/015/015988a097b5a0e78b4ecd631e85daba.jpg
20425,SCE,sce,7,https://media.rawg.io/media/games/2ae/2aedae90b1377a0f3e5ce54d24f8e41a.jpg
40451,Perfect World,perfect-world,3,https://media.rawg.io/media/games/c06/c06d88c35785c8003147cb53c84af033.jpg
7403,Bithell Games,bithell-games,7,https://media.rawg.io/media/screenshots/a01/a01896fcc32b154299f187241adad518.jpg
3856,Freejam,freejam,4,https://media.rawg.io/media/screenshots/923/9238cbc90da64a6b5416d44d1c4ecfd2.jpg
2570,Ninja Kiwi,ninja-kiwi,17,https://media.rawg.io/media/screenshots/771/7711084f1d65d7b2eb683d571a3d716f_KEbIkoo.jpg
3498,Days of Wonder,days-of-wonder,6,https://media.rawg.io/media/screenshots/768/768e36d4b62a1481fef737c6920fbfc7.jpg
19851,Strategic Simulations,strategic-simulations,113,https://media.rawg.io/media/screenshots/55c/55cd1c62d524e51467185c94839b08c4.jpg
3369,Armor Games,armor-games,46,https://media.rawg.io/media/screenshots/445/445b71e62d0b7c4fe87b1b8f23e5a740.jpg
4532,Libredia,libredia,75,https://media.rawg.io/media/screenshots/4c2/4c2a7bbabd76c73efce05c48449aaca5.jpg
